Wobba! Wobba!
All right!
Blackdome!
I tell myself you're with Mimi!
Look at what she's losing!
She divorced her top gun!
Now Tom can go at cruising!
Oh, Tommy!
Tommy!
Mimi!
Mimi!
What's he got that I don't?
Blackdome!
What's his great appeal?
Blackdome!
He's got options, Alan!
What's a great appeal?
It's a great appeal!
Blackdome!
Tommy!
Tommy!
Tommy!
Sweet!
Mimi!
Tommy!
Look at me!
Mimi!
Sweet!
Mimi!
Tommy!
Tommy!
You're ferries!
It's a 10-01! When is the next day?
Whatever I think if you could just go to the channel 10 website which I can do it right now
I'm gonna P.L.G. Post dot com. Huh? Charlie's on the coast. I don't care. Well that guy did
In other words you're responding to it like it's a serious call or we are Charlie's a good guy
How do you know who's that who is it? He used to work over it. What do you call it?
Kiss I think he used to kiss it. Whatever I heard. Okay. Where's this pool?
Where's the channel 10 pull I'm all over their website like stink on Greg. I can't see it. Huh?
Looking for coupons
Kind of hard to free the pool when you can't find where it is on their damn website
Hey channel 10 you people need some serious help. Well, and then of course click here to download plugin
That's the one thing I hate about uh about
Firefox. That's the only thing I just like what you only have to do it worth. I don't want to be
I don't have time to mess with that. Okay, Michelle. We'll have free pit
Okay, five six seven oh five sixty pound five. You realize this is a this was a great time killer the first hour for
Star in six minutes. I'm gonna pull the plug on something else. Think of how much time we can get out of that. That'd be a good idea. Like how about the transmitter?
That's a sensational idea. Of course they don't need me to do that. That'd be the QAM. Hello
Neil. Yes sir. I was on sent no dot com. I think it was two days ago when I saw that pool when I never
Vogue on them but it was you know I figured I might as well vote on this one. So I voted for mad dog of course like any sane human
Danes and level turned at such a huge lead. Yeah, I know he himself was probably just sitting on that computer voting from
So I have five again. Thank you. Thank you, pal. Okay. See there's one of our and maybe all the people are over there
We'll find out tomorrow. I guess I mean anybody that would listen to Dan La Bastard and uh OJ and toast and that
That's the swirl they got on here. Of course that's the sports nerd crowd. Maybe uh this this station out of
Discover just like when we had the wow I want to go into it. I don't want to go back into it. You can't undo the
Pass. You know if they just keep making mistake after mistake after mistake and then across it I talk about it. I'm a bad guy.
And do you tell me any information on what's going on and then they really hate you like poison even more than usual.
Right. So we're just a mind-of-home business. Keep our noses clean. Somebody QAM. Hello. Yeah. Yes sir.
Um the problem is a mess. Can someone just send a nuke down here?
And maybe coming. Maybe there's a new coming. What do you think? Hey do you hear about Catherine Harris by the way?
No, what about her? Oh and speaking of Catherine Harris. What did I tell you? Remember when I said bring her on please?
Oh yeah. They started taking polls on that thing. Her against Bill Nelson and Bill Nelson just absolutely demolishes Catherine Harris.
Plus if they if she did get the Republican nomination she brings back all of those horrible memories about that fixed 2000 election.
That's right. Right. That's a mention the citrus canker.
Oh the citrus canker were say wasted all that money and it absolutely meant nice $1 billion for you know.
Nice going fat ass.
Great thing our yard's costing.
Right. Thousands of dollars from this and we got a coupon for it.
5 6 7 0 5 60 pound. The phone is working now. We don't have a lot of calls on there because the audience is a little bit
unshithful afraid that they're going to get like you know cheesed off or something or sliced off.
5 6 7 0 5 60 pound 5 60 on the Verizon and Singular wireless lines.
So did you find that poll? No.
The PLG? Yeah. I'm I typed in the URL exactly as Michelle gave it to us.
Oh well I haven't had time to do that survey over here.
And well it's about Paul Addoul for Christ's sakes.
Oh it's not the right one. Maybe they changed it.
I know.
Nice time Michelle but maybe they changed it on this real fast or maybe that was from yesterday or maybe
you just had one of those bad mushrooms. They seem to be going around.
They're even invading our phone now.
W-D-Q-A-M-HELLO.
Jam-B-R-UH.
Yeah fat chance.
Talk about lifeless. You're right and see you encourage that.
Oh yeah yeah me.
Yeah that's one of your buddies probably.
Yeah go on for the new way.
We're close.
Probably given that flavor wave.
W-D-Q-A-M-HELLO.
Hey Neil. I'm going to send you city God.
I've been broke man. I'm going to fast you.
Don't believe it man. I'm going to send you city God.
I want you to watch it. That's one movie you've got to watch before you close.
Yeah faster.
See there's been a big change in town.
Not as there.
Yeah same old crab, same old comics with the same old nonsense.
Which is good. At least they're still with us.
They're not over there with those other guys.
W-D-Q-A-M-HELLO.
Here what's up?
Yes sir.
I'm not impressed with Stone Cold ice cream.
Oh get out of here.
Really? Are we on one up here?
You must be Stone Cold man.
No I don't know. I wasn't that impressed.
And listen do I know my ice cream or what?
I know my areas of expertise. I am the ice cream man.
Yeah. We're all out to give you another shot.
Maybe you got the wrong flavor.
Maybe you had them put too many at marshmallow in your ice cream.
No, I went with the Oreo. The Oreo cookie.
Oh. Who wants that anyway?
Hey how come the QAnM has in print a Gobi and Roxy together as a power team come here?
Bow, bow, bow, bow, bow, bow.
There they are.
What one has the tonic?
I just don't believe those two guys have jobs on radio.
Hey listen. We got Lenny Martes on here. What does that tell you?
Alright, Neal, I'm gonna head up to Stone Cold now, see what I can do.
Please, I'm telling you, it's Cold Stone Creamery, get it right.
Not, and Winnipeg, great to have them on the year.
Not, and maybe Berkeley can Cold Stone call them.
Ooh.
Winnipeg, good?
That'd be something.
In fact, she's out selling, she's Cold Calling Psychiatrist with the Tom Cruise Show.
WDQAM, hello.
Have permanent rents, friends.
And believe me, if anybody needs a good shrink, it's that sales department.
WDQAM, hello.
Hello?
Yes, sir.
Hello.
Hello.
Are you pardon?
Cold Stone.
Cold Stone.
Get out of here.
Not to.
This is good, man.
George is really, he is attracted.
They always told me George had the intellectual colors, and it's obviously headed there right
I can't.
Now, seriously, you're like a maggot magnet.
Yeah.
It's amazing.
We just all come and hover around, like, coming birds.
One of the calls I had last week ripped me because I had nothing substantial to say,
even for all my intellectual efforts.
We've got plenty of this as an intellectual show, and if you don't believe me, go to Stone
Cold.
This is just killing four hours in the middle of a half of terminal boring, ponderous place.
They swamped the end of the world.
Those three and a half days I spent there last week with like three and a half years, dark
and pouring and nasty and thundering.
I mean, I thought Florida was about sunshine and fun.
What is it?
Florida is about masochism.
You have to be a maniac to be there.
WDQAM, hello.
Hi.
Yes, sir.
Speaking.
Hey, Neil.
How come no more dirty curtain goes?
What a time.
WDQAM, I'm just ignoring.
OK, don't even dignify with a response.
WDQAM, hello.
Uncle Neil.
Yes, sir.
Ken Jennings, you idiot.
You're quizzling.
Idiot.
I hate you.
I hope you get fired.
You fat ass idiot.
Thank you.
WDQAM, hello.
Hey, Neil.
Yes, sir.
How you doing, buddy?
OK.
Hey, I just want to let you know.
Talk about Florida's Tuesday fun and the sun, ironing and boring.
I'm not sure I was doing it.
I'm going to listen to nothing.
I'm just playing leave it in about an hour and a half.
You can make it.
Providence after a long, we know it's boring.
We know it's pun.
Listen to these people calling it.
They're desperate.
They're reaching out for a lifeline, man.
They're reaching out for anything.
Like their arms are like, like they're in a revival or something.
You know what I'm saying?
Oh, yeah.
In fact, a lot of these people need to be revived.
Or maybe it was a bad idea that they were revived.
I don't know.
And that's a lot of suggestion for the pool day, which is fine with me,
because pool building is boring, you know what?
And I got a huge, a giant pile here, is what I would expect.
I'm going to do a little show prep on the morning on twice a week.
Yeah.
You got lots of time for that.
Providence after 11 and 5, 60, W.
Don't forget everybody's favorite.
The whole man.
That's the judge, Mo.
Mo with the man.
Not our Mo, but judge Mo.
Nice going, judge.
A man with huge, gigantic balls.
Good life credit asked the question.
Do you know what's on your credit report?
If not, remember this number.
866-625-0444.
It's the fact that 80% of credit reports contain errors that affect your credit score.
And we all know the problems that come with a bad credit score.
If you've ever tried a contestant error that appears on your credit report,
you know what a pain that can be.
Good life credit is here to correct those errors for you.
Good life's credits in house attorneys will do all the work for you,
and there are no set-up fees either.
Good life credit will order your credit report from the three major credit bureaus,
write the letters of discrepancies, and straighten out any inaccuracies.
So don't let somebody else's mistake cost you a high-quredit score.
Before you visit the dealership or call the Reader, do yourself a big favor
and call good life credit at 866-625-0444.
That's 866-625-0444 or on the web is GoodLiveCredit.com.
The call can save you thousands in a long run.
Good life credit make the call get back on track to living the good life.
Good life credit comes to its force.
We are the authority.
Hope you find some hot solid, two-way in.
Thank you.
Thank you.
You'll see she's not very smart.
You'll hear bad things for you might even see her go down.
She will always be her threat.
Heaven needs a threat, possibly the fool around.
She just can't understand.
I want my handy care.
Made a hit show on TV.
Fair to lie, fair to lie.
Maybe you heard me with his full soul mind.
She'll keep on spreading her legs.
From heavy fair to lie, fair to lie.
Okay, so you may put a poor Michelle and she straighten me out.
In fact, there's the poll result right now on channel 10WPLG.com.
How do you like that?
I wouldn't vote it on it.
It's depressing.
There's only a few votes.
Give us a chance.
You are so negative.
What happened last week?
Did he get a poll of grits?
Yeah, only two votes.
There are so few votes.
130-142 votes by my count.
Nevertheless.
So far, here's how you get to it, folks.
You go to the channel 10 website and then there's the picture of the 10 Commandments there.
They're on their front page, the main page.
You click on the story.
The season may allow for a lot of data.
First, you click on the 10 Commandments story.
Then the title story.
The season may allow for a lot of other monuments to stand.
That's where it takes you to.
Right under there is the poll.
That's all.
This one will click.
I'll do it.
The question is, Michelle, I'm sorry, George Rip you an ask.
You should mind the monuments of the 10 Commandments be allowed in government buildings and on government property.
Yes, 84, no, 48.
Each case should be assigned individually 10.
That's only 142 votes.
So if you want to jeepers creepers, do a little creeper find it.
If not, that's okay too.
Maybe you have more important things to do, but I seriously doubted.
I've just done these calls so far.
566-70560.
Count 560 and if you rise them, singular wireless lines.
The one good thing I see about these calls so far that indicates something good is happening in Florida.
That is that it's the end of June and most people are not there.
Most people went in doubt.
They got the hell out.
And these are the people we have left.
Coming if you are in, hello.
Yeah, let's talk to you.
Yes sir, speaking.
Oh, damn.
Going to early tomorrow night for a wedding outside.
And then the rest goes to the room.
Yeah, there's a great McDonald's right by the Piazza Dollar Republica.
Any good restaurants in Rome?
No, they're all bad.
Jesus Christ almighty, every truck to rear man, you'll be just going, you'll be doing the old manja dance.
Manga, manja, even without the gongja.
We have a great time.
Just enjoy the food, pal.
And get out my, get out of my life.
This is amazing.
This is like a synopsis of everything from like the last almost 30 years.
But 30 men.
And we'll go up into a ball of, you know what?
WQAM, hello.
Any, how are you?
Okay, sir.
Listen up for the poll Jennifer Lopez.
That bitch can't sing.
Yeah, but wait a minute.
No way, man.
See, that's exactly the opposite of what, because nobody said that she's a good singer.
Well, I'm rated would mean that a lot of people just fawn all over and think that the person is great.
Nobody says jail can sing.
Nobody has anything to sing.
And he has ears.
I have two quick points.
And then you guys said, you opened my eyes about religion and stuff.
So I think I hope you can help me.
Yeah.
I think it's all silly, but didn't we pick on the right?
Well, it's not silly.
It's dangerous.
It's not silly.
It was like, you know, it was just so much like Grimm's fairy tales.
That would be one thing.
But people are killing each other every day over my god is better than your god.
I totally agree.
But didn't we pick of all the religions, the ones that these people truly believe?
Because I've learned all these Christians and all these days they want thing and they do another.
But these people at least they follow the silliness that they believe.
You understand?
No, they don't.
No, okay.
Well, I've never heard of other things.
Now, you think that they practice what they preach.
You really believe that?
No, no, no, no, no, no.
They don't even make her and all these other fakers.
No, no, no, no, no, no.
That's what I'm saying.
You mean swaggered?
No, no, no, no.
That's what they call another crotch.
No, no, no, you didn't understand.
I don't understand.
No, no, no, no.
No, no, no, no, no, no.
Okay, the Christians are the ones who started the war are the ones that they say they believe one thing and they do another.
Yeah.
But the ones that were fighting, I think they follow what they say, you know.
Let's talk about the Muslims.
The Muslims.
Yeah.
Oh, they're a question to you.
They call them Islam.
Can we call these people Christianists?
Christianists and Jewishists is, get out of here.
See, what does this one say?
Overrate who, yeah, I saw this story.
Overrate who died, we're dying earlier.
Oh, it's a luxury page.
It's not one of those stupid stories.
Well, don't lose anyway.
Yeah, whatever.
It's nonsense.
Now, look at that.
We already got 84 to 69 now.
It's almost even Steven.
It's 51 to 52%.
And the 12 say each case should be a second.
See, it's starting in just a matter of moments.
See the hour that no, listen to me.
This is this.
I like to know who it was in that radio station that made that decision.
We should just ignore that pool in there.
It's all psychological, man.
It's, it's bad PR.
Bad PR to have a pool in a major newspaper.
We only got two thinking newspapers and believe me, they both do stink in that whole area
that anybody reads.
And there's a pool in there and it makes it appear like, oh, everybody in a sports crowd.
They're all going over to the ticket.
They're going to 790 because they got these great personality on here.
They got the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the
the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the
the, the, theự pine was so awesome, produced, produced, produced, produced, produced, produced, produced, produced. he was amazing, he'd have him to let us go play some of it on set, the Holy
He could just try it and then tell me what you think or tell you where you think.
Now let's try this afternoon.
I'll give it a shot.
Alright man.
Okay.
Thanks a lot, pal.
It never reminds me of that scene in Godfather III where Connie said, remember he brings
into bodyguards?
Vincent, he brings in those two twins and she says, are they as good as they look?
If I could tell you the number of times I've seen like, I know this sounds awfully, yeah.
But I see like a young couple in like a shopping mall or walking around and I want to
say to the girl, I want to say, is he as good as he looks?
You know what I'm saying?
Which of course it would be very annoying to both of them but I wouldn't do it.
It's just a thought that's crossed my mind.
Is that really as good as it looks?
Father what I'm saying?
Yeah, I get you.
And of course if she don't want to tell me maybe I can find out but I doubt it.
Yo yay!
And all you have left is sand, so long to end waiting for.
When you give it up for one night, yes of course.
Oh right.
The sexy is loving in the world.
In all creation, I love every part of her from lips to face.
She's a damn seeker, there are lots of more men.
We're not finding one new piece of the red knot shoes.
Carpenter is top of the world, remember that song?
Sure.
Hey you know that fact that I sent you about the overweight stuff?
Yes.
Mark apparently thinks that you need it again.
No Mark.
And again.
I already saw that.
I didn't need it even the first time because I saw the story.
I read it.
I've been there done that.
It's from the gardening which I read religiously.
And I, uh, schmit candid.
So Mark, no thanks.
Anyway, that song I was starting to say the Carpenter reminds me of.
It's in kind of like syrup, you know.
All right.
insulin shot.
We're seeing the sunshine.
Hey Elgarna, I think she's.
Oh my god.
What singer or group is the most overweighted of all time?
We don't have a large list there.
I'll tell you another one that needs to be on their rod steward.
Okay.
The scary thing is that there actually are people who think that he can sing including himself.
The fact that he thinks that he's sexy, that alone is scary.
But the fact that he thinks he can sing.
Now the good news is we've already turned the poll around and we've only just begun speaking of the
propenders for that bagel around.
Ninety eight to eighty seven and fifteen say each patient be decided individually, which is okay.
I got a hundred and one.
You got what?
What do you know?
That's because you just went to it again.
Yes, I did.
See how we're pulling away in the stretch?
Nice going boys.
Five six seven oh five sixty pound five sixty me for rising singular wireless lines.
Georgia beyond tomorrow.
I'll be back for a Thursday Georgia beyond Friday and then that's where it goes.
And then week from Thursday we got a ballgame at twelve thirty.
So I'm going to have to go into training to be able to work that extra two and a half hours.
Somebody Q I M?
Hello?
Q I M?
Okay, ground's my favorite chronic.
Okay, okay, okay, okay, okay, okay.
Okay.
Okay.
Okay.
Okay.
Okay.
Okay.
Okay.
Okay.
Okay.
Okay.
I never thought I'd have it a talk show with no host in a dark in a dark room somewhere in a dark padded room.
All of these people meet no padding.
Please spikes five.
They're padding something.
Welcome.
Somebody Q I M?
Hello?
Q I M?
Yeah, I need a, this is David.
I got a name for your ball.
What do you got David?
I have Paul Anker.
Paul Anker who I think is okay.
He ain't never still afraid to train.
Okay, thanks, Valley.
Paul Anker once had a canker.
I just made that up, but it sounds good.
Now let's see, he's from what is he?
11 ease.
He's Canadian A.
Paul.
He's Canadian boy, but he's by way of somewhere in the Middle East.
I don't know.
I thought that was Casey Casey.
No.
So let's see him too.
Let's see head Diana.
Bad.
I overrated.
That was a good choice.
That's exactly what we're talking about.
Highly overrated.
Like you're great.
Yeah, he's okay.
Also he wrote, what great song did he write?
My way for Frank Sinatra, he wrote.
Okay.
Did you know that?
No.
See, you learn something that's not even new.
No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
Maybe! Hey,
Gilbert wannabe. Oh my God. Does that tell you how where he stands on the food chain?
That's in the bar high. W-Q-A-M, hello. Hey, you have Wayne Newton on the phone?
Wayne Newton, and there actually are people like my friend, the Humper.
I remember what time I was talking about the boat of a Wayne Newton concert in Vegas, remember that?
And how great it was and what a great showing puts on. Oh my goodness. So let's get Wayne Newton on there.
Hank is home sick today, maybe he'll vote on that. How's that poll coming on WDPLG.com?
Go for your click on the story where it says about the religion and the monuments and the
Supremes. I like his Supremes, okay? How come that thing isn't coming up on my,
why do I have to keep typing that in? I don't know. How come the URL isn't coming up on my
thing? They put up a different window. No, I don't want to. I don't want to open a window.
It's like 85 degrees outside. I want to open up a window. Windows is evil man. Bill Gates is the
anti-Christ. Big don't mistake about it. Nerd. A nerd with billions. It's not authentic.
87 to 111. What is it? 187. No, 111. The negatives are in the lead now. And pull it away, baby.
Or kick in some serious ass. Spread the word around town. Stick it in the shoe. That's right.
Oh, and by the way, while I was away, while I was on vacation, and I'm down there,
oh my goodness. Remember we had a story about our good friend Preston
being baker-racted from the swap shop a few weeks ago? Yeah. If anybody needs to be
baker-racted, it's your fat ass governor. This business with a Terry Shival and Michael Shival
thing. Really, he makes Tom Cruise seem sane. That's your fat ass governor. You people
are there to continue to support him for whatever reason. Maybe like fat ass crazy people,
whatever it might be. Wow. Holy moly. This baker-ract can put him away before it does
any more damage. Please. WQIM. Hello. QAM. Hello. QAM. Hello. Q and a row. WQAM. Hello.
David half the whole stuff. Oh, yeah. He can really sing it, man. He can sing it and he can
bring it. And he can swing it is what I hear. Oh, yeah. Yeah. They love him in Germany. Not
ready for that. Oh, boy. Can he sing? No. Or what? WQAM. Hello. I've just my oxy content.
Oh, you know what? I was I was working on this to show you how much show prep I did for the show.
I was working on that. Where is it over there? The, uh, oh, it's number 15. Excuse me. Excuse me.
I'll play some way to do it while you're around. No, just a minute. Okay.
Oh, man.
How do you like that? Don't have a good way I'd like to when I'm working on it. Keep practicing, yeah.
Ha, ha, ha, ha. Here is a fact from Mason in Poppato Beach. He says from June 1 to 18,
I was in the Netherlands on business first time. They were wanting to write and share some of my
impressions. Oh, remember the impressions? Yeah. Curtis Mayfield. What do you hear? No. You were
right about at least one thing I've never seen. No, I've instead the impressions. I'd rather hear
the emails. Okay. Ok. Oh.
kill some good time then before you know it will be noon already honey like that see that
you're learning from the master man how to kill some good time without doing a damn thing
when it comes to a good time it means heal Roger's heal Roger's meat tank
oh my god
who's ready to fight 16?
she's ready here
oh my god
I'm going to kill you my boy
ah
you're the meat
I'll be better
from it
you gotta create fun and fun for me to be the same
so I have to do it out and fight it me
when you're getting human
you can't have idle parties with people in it for you to know
it's better not to let them know you need a strength to keep them from you
and no fun in the bedroom
no fun in the bedroom
stay away from body joy
beating me ill
find the best of me
and you should stop your fairies
heal good
I swear I'll throw you
out of all I hear about you all the TV news
so let me kind of throw you out of the room
you might break this into very current state of war
but if you want to stay on your own in a pile of holes
and no fun in the bedroom
is there another way?
no fun in the bedroom
can we talk about it?
stay away from body joy
beating me ill
find the best of me
and you should stop your fairies
heal good
I don't want to tell the woman
that no fun in the bedroom
don't worry
no fun in the bedroom
I bought them all the way
away from all the papers
give me a day
I bought my attention
you may have to sell
them all
there must be another way
you're fair
you're actually both got on you
or hey and Neil
about that
I'm honored
now let me just say this to you
this is a pretty peep-poor response
I'm going to tell you right now
I'm really disappointed in this crowd
all hundred of them
you see that the response on a channel 10 pull
about minements of the 10 commandments in the audio audience
yes 89 no 124
which that's fine
we turned it around
but that's only 230 votes
130 votes
which is less than 100 on there
since we've put start talking about half an hour ago
and it seems to be slowing down after that initial put
yeah after that initial
I mean Michelle went to all the trouble
and there's see Jeepers creepers
could we be good creepers
maybe that's why we worsted out on that thing with the ticket
maybe that's why we didn't do it
we didn't want to be embarrassed
but in fact that our audience
is such a much as slackards
well see you don't have to be the curtain on there
anymore nobody's on your website
maybe that's a part of it too
you know what?
you go to jail for the pictures
how do you like that?
all these spineless cowards out there
what are you going to do for me?
what are you going to do for me?
every day we give you four hours of this crap for free
how do you like that?
it doesn't cost you a dime
and the website we have all those stories that Josh
even as we speak probably is working feverishly
over getting those stories on there
no already did it thanks
see already done it
he's on the way to Cold Stone Creamery
right now to get stoned
what?
what were you doing?
hey I got news for you
kid me that stuff
oh that was the greatest piece of luck
that was the night before I left
that I got out of there
oh man
because I know how to go on back
it's just worse than any of the
worse than crack cocaine man
worse than heroin
worse than just your regular azúcar
it's just the brutal
good stuff
so if you're away by the
if you look like you're about crane
if you need to gain about 50 pounds
believe me start today
and by the weekend
you'll be like a blimp
yeah Michelle went to the trouble of us
trying to free this pool
and you people all you got to do is go to the channel
www.plg.com
it just takes one click
one click and a vote
that's also two clicks
that's it
oh we can't do that
that's pretty obvious
boy this is the you see
these people need to be whipped in the shape
I'm just a guy to do it
I'm a whipper
you go to www.plg.com
you click on the second story there
first you got the sharks
and the drowning
and the biting and all that
and right underneath there
is the story about should the monuments
of the Ten Commandments
you ought to be out of your
and you click on that
and it'll take you right to that story there
about four lotter day on the
monument and right now
there's a poll you just click no
and you can keep going back
that's the interesting thing
we got about the 90 votes on there
and I voted three or four times
and you probably did two
so what does that mean
how many people do we actually
get off their ass to
creep this poll
but third man
lazy lazy
shifless
there's a story about
John Walton there
John Boy
on CNN
when speaking to CNN
they're like a
they're having a big
fire sale I guess
they're blowing everybody out
I guess it cost them a lot of money
and he's feeding candy
Cali
5670560 and I'll see
let's get back to our poll
okay let's get back to us
and stop with this
Kakarai
what singer or group
is the most
overrated of all time
he asked
we got 567 votes
that's not too bad
huh
M&M107
Madonna 87
let's see I did like
borderline
feeder line
I'd like that
and what else did you do
not like nothing
live to tell is the only song
of hers that I like
oh and other than that
crap
Barbara Streisand 77
Elvis 76
Frank Sinatra 58
Bob Dylan 48
see he's more popular
in South Florida
because he's a whiner
Rolling Stones 28
Beatles 26
Phil Collins 23
yeah he's
M&M he's okay
and he did some good music
but you know
the genesis of all of this
genesis Exodus
right
right
he's he's okay
but overrated
this is a steely dan 19
Bon Jovi 12
Wayne Newton 4
Paul anchor
1
compeddy 1
Rod Stewart don't have any
oh please don't tell me
that you people like Rod Stewart's music
and I use that term so loosely
and you criticize my taste in music
oh
I'd rather
be strapped speaking of that
bit we played
strapped to a chair and forth
here Hughie Piano is smithsing
don't you just know it
for 400 days in a row
than here Rod Stewart's
sing one note
you think Rod Stewart is good
no I like the couple of his songs
a hundred years ago
but you know Maggie May
and yeah it was okay
it was like noisy
it was like no
but no point that he ever
have a good voice
you just know
what about Jon you don't like
Rod Stewart do you?
not really not
oh I've got to say
I never know what you are
I've always
kind of like breathless
like Jerry Lee Lewis
would say breathless
and it's his
participation of a really
screwed up and
like the cold stone
creamers thing
well again I really
overdid it
I didn't realize they asked
see let me just say this to you
okay they know their crap
it's pretty obvious to me
from tasting two different
flavors which I've had
or my one was like a
a pre-leaning
it was just disgusting
it was so good
seriously it was like
take sex and multiply times a hundred
that was cold stone
creamers that's how good
that was
it's just the idea it goes
off the Richter scale
so just let them
they know what they're
doing they know their
crap don't try to
win the
the chick's fault she
like implied like you
know I should do it
she's like you want some
more
you want to do it
when you do it
you want some more
so maybe you could
put a little something
extra in there
you are not alone guys
you're fairly
w-o-a-m
hello
yes sir
take a lot of the
feeding curts
okay good
okay here he is
it took almost two
hours to get him on
there
w-o-a-m
hello
w-o-a-m
hello
oh
oh
oh
oh
oh
oh
oh
oh
oh
oh
oh
oh
oh
let's talk about your
completely
place comes along. This is if you're fast. Yeah, it was great. They did the same folding in the marble and all that was
or is nothing like folding it man. That's right. Thanks. Okay, thanks. Yeah, I don't I never we never encountered that one.
Thank God. I'd probably be in a box right now. Talk talk show in a box.
Let's end the box. Me five six seven oh five 60 pound five 60. Oh, that's what you can send over there.
He probably doesn't show his face around there anymore. Does he?
Two fat boy. Sure. He does bring that copy. You know, you have to be kidding me.
You got a whole bunch of new copy today. What do you think? I understand that. I'm not talking about that.
For you mean for his massive number of account that he has on his show? Correct. Yeah.
And don't get me started. See how? Why did you do that? I was in such a good lunch. I didn't bring him up.
I have a crap. That piece of dirt. Anyway, here's this facts again.
From June 1st, 18th, I was in Netherlands on business first time. They were wanted to write and share some mind
questions. You were right about at least one thing. I've never seen so many beautiful younger people, both men and women.
Did I actually say that? I said there were a lot of young people and there were a lot of, I don't know,
can't even come close to Toronto. I stayed in Warden 20 miles out to Amsterdam where the
company's office is out. We did manage to spend some time in Amsterdam, the Utrecht area and the
Hague. My first night we had dinner at a restaurant down the street from my hotel and our waiter
would give Tom Welling a run for his money. Some other in-person says waiter would give Tom
Welling a run for his money. You're fair. Dining out is totally different experience. It's not
just a place to go eat, but it's a social event. And it goes on about most of the news consists of
four to five courses last three hours. This man must have been smoking some heavy duty stuff man.
He must have done a whole box full of magic mushrooms. A crate. I recommend the following places
if you haven't eaten there. Here you go. If you're going to Amsterdam, Doryus is in the Crown
Plaza Hotel in Amsterdam and then he's got places in the Hague and then Utrecht. Well nobody's
going there. Not if they're smart. He said the ducks know how to drive. They'd better with all those
one and a half lane roads and they kind of cause a bicyclist. The drivers license test is very tough.
I'm told the failure rate is about 50%. I heard it was more like...
Public schools require minimum four years of English French and German. It was funny when I'd
approach a young person and say, spiff or engulfs, you speak English. Most would meekly say a
little bit just to cover their ass. I also noticed that the Dutch TV station show American programs
in spoken English with Dutch subtitles. Unlike the French and German stations, I got in my hotel
the double American shows in their own language. Okay? Lots of things are expensive. American
motorway shouldn't complain that gas and then... Oh, by the way, thanks Mr. President for those
low gas prices. Yeah. 60 bucks a barrel for oil. How do you like that? Just the beginning.
I rather start pouring olive oil in my tank. I also noticed that the... He said, lots of things are
expensive. That's why I saw a grand total of seven bucks a gallon. He says, grand total of one SUV
my entire time and my large percentage of the population uses bicycles and trains is the primary
motor transportation and don't forget the tram too. Mason, you were right about things being more
civilized over there and I can see why you stay there during the summer. Mason, guess what?
He's just a little in the behind, don't you think? I haven't had... What is it? This is the second
year in a row. I have not been in Amsterdam in a summertime because the apartment was not
civilized because it was uncivilized. It was unsanitary. It was uninhabitable. It was unbelievable.
Wow. Well, that's probably why you can't find any soap over there because most of the Dutch
are afraid they're going to drop it. Somebody better tell them about that body wash. Oh, I found some
new oil man. I don't want to go on about it. Body wash? Yeah. New brand? Yeah, I did. Well,
it's not a new brand but it's a new flavor. I don't know what else you call them. More
flavor. Okay. If you really get the price just sit back and drink it. Did I just... do we
don't have a spot here right now? Do it because I just... Schmidt can't have any good luck. How
good.
When it comes to sports, we are the outdoors sports radio 560. She way yet.
This mark Morgan is the 12 to 1 hour on Q8M. I will see here. I ain't never said
in any way.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
I'm going to have to go.
Who could think they'd go?
Exactly. So wait until you hear this.
You ready for this?
I don't know if I'm ready.
Okay, you'll see.
You've got the feeling of going.
You've got the feeling of going.
You've got the feeling of going.
When you go wanting to try to block the ball.
When you go wanting to try to block the ball.
You've got the feeling of going.
Okay, so we're on a sync.
But I like it.
Great. I'm going to get to it down to a science.
I'm going to work on it feverishly all my spirit time.
